business_id,cuisine
za5fND9-pXyVSk5rM28MsQ,American (New)
ORTRrw3ClZ0Ld0LgY1H_5g,Fast Food
ORTRrw3ClZ0Ld0LgY1H_5g,American (Traditional)
Tb7hQ37UFA2QFaMwjFieQw,Fast Food
iudRNo5Q8W7firUBYJEqQQ,Pizza
XQ7elqSFIRogvqpiTZz-Wg,American (Traditional)
JL5B_s1EoN4zIru4JSw4Qg,Fast Food
JL5B_s1EoN4zIru4JSw4Qg,Mexican
JL5B_s1EoN4zIru4JSw4Qg,Tex-Mex
K8Ebs8G1rwc3DBdznHvDxg,Burgers
K8Ebs8G1rwc3DBdznHvDxg,Fast Food
m0QsJDntW1MrWCxBVFwuAg,Burgers
m0QsJDntW1MrWCxBVFwuAg,Fast Food
uwiD9jxs09xxXG0by_xKuA,Sandwiches
uwiD9jxs09xxXG0by_xKuA,Breakfast & Brunch
KZXtzoI84iI1CEcAnD7OPA,Italian
KZXtzoI84iI1CEcAnD7OPA,Pizza
zpNGtjBlIkDq_PLGSCPlAg,Salad
zpNGtjBlIkDq_PLGSCPlAg,Italian
z4cCguoHdU48pj6sXMIzqg,Seafood
OxIeMVcop5oxBUWANi-1Rw,American (New)
4LcFKTr6Ah87VcxW2z5e6w,Burgers
4LcFKTr6Ah87VcxW2z5e6w,Fast Food
WXpi9z1bqF9raZSW8z70Ow,Greek
WXpi9z1bqF9raZSW8z70Ow,Mediterranean
DhDNNHZtaBxYNSqJz64ixg,Italian
KEzIorUdFjqCuxbRxKPghA,Pizza
pvGT62T6Ci1LKOS9DL42pg,Sandwiches
A2XkbJ07hrR80t0EFgLikQ,American (Traditional)
A2XkbJ07hrR80t0EFgLikQ,Cafes
dHDi4wCcjsOR6vcZ8oOIoA,Korean
dHDi4wCcjsOR6vcZ8oOIoA,Sushi Bars
gfpl_GyyY5uj6zJnIdzImQ,Cafes
SzHTdZR3yY1WBYUxkVxmUQ,Italian
xgcZN3F2f9LxLASQK_xzhw,Delis
_aGVicux2dJm9sqzLSCJtg,Fast Food
_aGVicux2dJm9sqzLSCJtg,Sandwiches
0Lsd35rHY6UtPFHjjxJ1LA,American (Traditional)
Bza-l75OiKcMRmTYILpyfQ,Hot Dogs
-TSFapUMwdyyxoi2egkOhw,Steakhouses
AH1PrZQDIdjpKgy1z8XxUg,Greek
AH1PrZQDIdjpKgy1z8XxUg,Sandwiches
AH1PrZQDIdjpKgy1z8XxUg,Salad
HDTv_rnmSL8AQ04_zTWARA,American (Traditional)
SvoJ3Y3uqDfB4iGUaWXh8Q,Pizza
aj4XHn7jZ48euP4g8ape-Q,Pizza
-v31BEquLxeVPgvFHburUQ,Pizza
KnlNwiIELDWAR686Bk2WJg,Chinese
XzaJf6WzpU7RsXTXzx72Xg,American (New)
PTS4MxQel-xzj5qWxVn3LQ,Pizza
PhIGoo9g6GBrqgH_6yZXXQ,Indian
FD6OocZdFUfE2J5H0WN4fA,Sandwiches
LN3OCT1xOedbf65xKzFSNw,Indian
dxCqGkhtXq-9fYEsX7Mf6Q,Vietnamese
YTqSkgOiiI9HG3hNH7ovfg,Seafood
YTqSkgOiiI9HG3hNH7ovfg,Italian
o_wRqOpli9kyZGXlJtLLdA,Breakfast & Brunch
o_wRqOpli9kyZGXlJtLLdA,Sandwiches
5MChfa-jZfMo3vBpolkSbw,Italian
r8jeeS3k_diihMDSu9IjlA,Italian
r8jeeS3k_diihMDSu9IjlA,Pizza
aIzx9R8MN9VgSSJt1jy5TA,Sandwiches
dQjaHoo89bLymdMm4S5_1g,Italian
UjJMQguryo1jypomvOCZgg,Italian
UjJMQguryo1jypomvOCZgg,Pizza
vWnwaD-kykqiEc2Q0hbYsw,Burgers
vWnwaD-kykqiEc2Q0hbYsw,Fast Food
T4D7wX6GuCYChwRmser-0A,Chinese
cESul2ojJOjadz-7BKB5eg,Middle Eastern
cESul2ojJOjadz-7BKB5eg,Mediterranean
xUf11yTcoRagwNiJcY8GAA,Burgers
xUf11yTcoRagwNiJcY8GAA,Fast Food
6-rJjW6ITl5o_FliiNgZRA,Italian
6-rJjW6ITl5o_FliiNgZRA,Pizza
mPlWLIA4pkHMRtlQDm6UyQ,Sushi Bars
mPlWLIA4pkHMRtlQDm6UyQ,Japanese
jJfTh2O3M2Q716akd9Dr9w,American (Traditional)
jJfTh2O3M2Q716akd9Dr9w,Burgers
9SPwF-vRgtuHxciFxv5YLA,Asian Fusion
Cy9XgM3ZG2jZ1ganvolb6Q,Japanese
rgmptwPbBH1wLpiBHcbIhA,American (Traditional)
i_nkxbd7feg44QkdbG05UA,American (New)
vSZDiKiF8vf9zt_BcDL7GQ,American (Traditional)
xgK6AAhJ-cYBUCSaLzgTuw,Italian
cmGR1HS9ms233roSllcglw,Breakfast & Brunch
cmGR1HS9ms233roSllcglw,Creperies
cmGR1HS9ms233roSllcglw,French
rm1hBa1HPcLhUSwuincX2Q,American (New)
bg1e__l7Jh3oDhasW5KFvw,Burgers
bg1e__l7Jh3oDhasW5KFvw,Fast Food
jVVyiaDle64frINmX2hgqw,Pizza
7QBJDNVH6VPAStSvOM_lZA,Chinese
Ln34kwDUNZPLhVhUqauLWQ,American (Traditional)
Ln34kwDUNZPLhVhUqauLWQ,Italian
WrP8KeKTlWcjqQPj2DJKGQ,American (New)
WrP8KeKTlWcjqQPj2DJKGQ,Diners
dwz55gqPZwSBD74yFFb27g,Sushi Bars
dwz55gqPZwSBD74yFFb27g,Taiwanese
dwz55gqPZwSBD74yFFb27g,Chinese
rEpubmz577MOhpDmWPH1uw,Thai
PFAOxw4Gl8gm7PGWvohCWg,American (Traditional)
PFAOxw4Gl8gm7PGWvohCWg,Burgers
xkrhaKM1YtiLEcorBI5zcQ,Pizza
xkrhaKM1YtiLEcorBI5zcQ,Italian
qm6yyQUe8Ln29NzDfWqxVA,Cafes
EZrCQtZxiEo1kkAYt2EQqw,Burgers
EZrCQtZxiEo1kkAYt2EQqw,Fast Food
HPcrrz8uipPQyK-5zd6w9Q,Italian
HPcrrz8uipPQyK-5zd6w9Q,Pizza
HPcrrz8uipPQyK-5zd6w9Q,Chicken Wings
sPvUuYAF2a1LnYaw8iCm9A,Fast Food
cbLaFQJOfzDy_TxMkPee9Q,Breakfast & Brunch
Ue9LjsXuWms-CMHMxqo3zQ,Pizza
vtJAnB4gBgTJKv3mOnOF_w,Fast Food
vtJAnB4gBgTJKv3mOnOF_w,Mexican
vtJAnB4gBgTJKv3mOnOF_w,Tex-Mex
qJTHaHFKQIKXKX3I17Nw9w,Burgers
qJTHaHFKQIKXKX3I17Nw9w,Fast Food
sJtGRBWYUj013nkFA4Hrdg,Italian
sJtGRBWYUj013nkFA4Hrdg,Pizza
sJtGRBWYUj013nkFA4Hrdg,Sandwiches
qYuSoVBS_1i_btLzFefDeg,Pizza
HlvPa_iypwt5RwUHl-Dz3g,Chinese
2kCgC1VAEs3K8SJ86S6Fog,Pizza
Z2ks3quiwbkMDY1sVDW9OQ,Burgers
Z2ks3quiwbkMDY1sVDW9OQ,Fast Food
lX3XYcMWoRlHjrmkoGNefQ,Chicken Wings
friprEn-aT_WmhmIF3pGmg,Delis
friprEn-aT_WmhmIF3pGmg,Fast Food
friprEn-aT_WmhmIF3pGmg,Sandwiches
_Bz6YWNI5bi0gqQI4GLvqQ,Delis
SVKC_-gIQFkHElZ6bFsE6g,Pizza
SVKC_-gIQFkHElZ6bFsE6g,Italian
l2ynPEBj9S_yN9gjg32tBA,Fast Food
l2ynPEBj9S_yN9gjg32tBA,Mexican
l2ynPEBj9S_yN9gjg32tBA,Tex-Mex
Gw5POFxBRoJxN_ZYhk6lgQ,Sandwiches
Gw5POFxBRoJxN_ZYhk6lgQ,Breakfast & Brunch
4WsTFTH8GgnyFHwrH9nHzA,Salad
4WsTFTH8GgnyFHwrH9nHzA,Italian
MMgjU4K0D9RLsb7BWEic4g,Sandwiches
MMgjU4K0D9RLsb7BWEic4g,Pizza
MMgjU4K0D9RLsb7BWEic4g,Chicken Wings
PVooCeYIrp9E2rtrL4R98g,American (Traditional)
WqPjIMFcT9RTMUumaCvGsw,Breakfast & Brunch
WqPjIMFcT9RTMUumaCvGsw,Cafes
D6sriF-ak-e5D_MTsPc3wg,Fast Food
5p3Tqyp19UowO0-dAFvxMw,Buffets
5p3Tqyp19UowO0-dAFvxMw,Chinese
bpyWgtzGf-PiRsIUso8KKw,Mexican
LT0AgHTpDifuHSXgyLmJwg,Hot Dogs
-6JY1T0w4XETux5kGOj84g,American (Traditional)
WuCcv_Dyd_1B_1-4jwK7sQ,Irish
4glD2-evDFddHjQaEVpCPQ,Sushi Bars
4glD2-evDFddHjQaEVpCPQ,Japanese
ym9QwkmB5ZKTyj7q5huTDw,American (Traditional)
ym9QwkmB5ZKTyj7q5huTDw,American (New)
OkPX0a9PUrhr6oNgE_FB_w,Burgers
XzhsJecsCYj-Wc32zOWqmg,Southern
9XKIFRBT-UTglX3wBGPAAA,Southern
df7cda6f5lMADGnoVHd8pg,American (New)
-Am2JVkb7nwvBAUwSugG0A,Breakfast & Brunch
-Am2JVkb7nwvBAUwSugG0A,American (New)
-Am2JVkb7nwvBAUwSugG0A,Southern
mpDxBBGywUE6GRRKja3sBA,Soul Food
mpDxBBGywUE6GRRKja3sBA,Southern
NTfUFk8GyOLL1uPbEO-pVg,American (New)
NTfUFk8GyOLL1uPbEO-pVg,Southern
SjsguOTm7kQ_B3QcfHH-3A,American (Traditional)
z24h6ZYnZiWjlDTuLXG9jw,Italian
kAid56AY_laxGYslMdsYJw,Pizza
CChwRoYVXA3QZulS8a6xOQ,Seafood
CChwRoYVXA3QZulS8a6xOQ,Steakhouses
t5l-H2KdY4MQgLDMENz9WQ,American (Traditional)
OOPBFViU0cl_GryJOEEUcg,Italian
-R7uChoaVzwNvPNMT1gOuw,American (Traditional)
R6bBcQaHFHHpndTzMEHjXA,Burgers
R6bBcQaHFHHpndTzMEHjXA,American (Traditional)
nkNdTqpv1m5GBKx8xrpluw,Burgers
nkNdTqpv1m5GBKx8xrpluw,Sandwiches
LUylwiKNsS7_iumytRgAmw,Sandwiches
LUylwiKNsS7_iumytRgAmw,Breakfast & Brunch
e5J3s-xxs1S6PPHJhldBEA,Sushi Bars
e5J3s-xxs1S6PPHJhldBEA,American (New)
qqVmZ3H7j06pcJFaSA4pcg,Cafes
qqVmZ3H7j06pcJFaSA4pcg,Diners
4-B5ou1FbGVjVEQd3FAoIA,Sandwiches
Ak6ThDexfSFwoajgOpio8g,Southern
WN-cvQpxRoqkcAg50fJaPw,Chinese
376PDtBpGi74Os08TvCkhg,French
G5dIek0rXPTHlqlJpCNmpw,American (New)
biNr0NdUU_dPXgWEhGJNZg,Burgers
biNr0NdUU_dPXgWEhGJNZg,Fast Food
-dOhouYkZyKQnV45tJ7tKQ,Pizza
-dOhouYkZyKQnV45tJ7tKQ,Sandwiches
ePogmFFQkAy68Ne0VVUGBg,Tex-Mex
wpFOZbONc7qUYz6YmBfKuQ,American (New)
wpFOZbONc7qUYz6YmBfKuQ,Barbeque
JgGpBGMAb1Nc2Z5jVIwZMA,Chinese
uDoTFFud2mXE3VT1Jt9L5A,Fondue
MQnNtW1lHS-eid3QNUoUIw,Italian
MMNBgMQCdwyVoNaHg0h_QA,Vegetarian
MMNBgMQCdwyVoNaHg0h_QA,Sushi Bars
MMNBgMQCdwyVoNaHg0h_QA,Asian Fusion
KT9EiMOGpAgFBwVG4GakNg,Chinese
oYo5e7TUAYGRdx_0rjohww,Ethiopian
l3mzaesyc90rxXt2d4HpTg,Pizza
TwwD5FQSe0vk1Ecp89HjEw,American (New)
jTGQUWGIVvL-aY03C5BEmw,Cajun/Creole
YbqNbrnOEk2T0qIBbTivuQ,Soul Food
YbqNbrnOEk2T0qIBbTivuQ,Southern
sXUMme0o3rS14edjipVN0w,American (Traditional)
X7VdashktoAExx5ksEBLXQ,Barbeque
z2uFdzUyJniU4yysFJvSrQ,Soul Food
Uo2KWGChc_CBl6XsIvQVlg,Fast Food
Uo2KWGChc_CBl6XsIvQVlg,Mexican
Uo2KWGChc_CBl6XsIvQVlg,Tex-Mex
xwQZW0571-QzEpQ4OjcC5g,American (New)
xwQZW0571-QzEpQ4OjcC5g,Sandwiches
P4r-LsB1ldgvlgli40Yu-Q,Burgers
P4r-LsB1ldgvlgli40Yu-Q,Fast Food
M89wkxqAcXuVMtWh91BIjg,Greek
M89wkxqAcXuVMtWh91BIjg,Barbeque
diPvh48CJsNW0hsf9981ZA,Italian
diPvh48CJsNW0hsf9981ZA,American (New)
xP-6TN10JA_7C6-V1-JOEQ,Breakfast & Brunch
rKe_bNOK1VlSbO-A6m0gvw,American (Traditional)
wtUaFgHGHnopdYh5m-a25Q,Burgers
ZNeCNP1DZ6hRIpT0q-p6Kg,American (Traditional)
ON-DoD4En7AdUIXVhTG5hg,American (Traditional)
WkD7OrSIHLzgOQo9wQHu-A,Delis
WkD7OrSIHLzgOQo9wQHu-A,American (Traditional)
WkD7OrSIHLzgOQo9wQHu-A,Sandwiches
Y_OeiGhTm6ZEfZ1UQgM_wA,Japanese
4CPrhBc4Ado90fj7PG6jrA,Gluten-Free
4CPrhBc4Ado90fj7PG6jrA,Asian Fusion
4CPrhBc4Ado90fj7PG6jrA,Chinese
UzMMpUFwJhwUkHOyeXeWsQ,Breakfast & Brunch
UzMMpUFwJhwUkHOyeXeWsQ,American (Traditional)
BOp3jcpYy31M85H1DLnEEw,Seafood
BOp3jcpYy31M85H1DLnEEw,Sushi Bars
Lw-01HQDswygHvAZfwkpxA,Greek
Lw-01HQDswygHvAZfwkpxA,American (Traditional)
Lw-01HQDswygHvAZfwkpxA,Fast Food
UFvogJEUiLSJwyx2LSz2uQ,Persian/Iranian
UFvogJEUiLSJwyx2LSz2uQ,Middle Eastern
RT-0cJb_8-WYhRuCfKxDjw,Chinese
rByWCBoFuDMUWDM92vOBwg,Burgers
rByWCBoFuDMUWDM92vOBwg,Fast Food
3IDt1SaDYwo6QKKV7gsuyQ,Italian
3IDt1SaDYwo6QKKV7gsuyQ,Pizza
3IDt1SaDYwo6QKKV7gsuyQ,Chicken Wings
Lom8K4ZK5LIlRe2ZO90s9w,Chinese
p_HFt0I92MHDNPWvdtyEBA,Mexican
z4KtKRuuwU6eJAI68ChE-w,Pizza
0sbPpUIyTpcx90bLRsVx0w,American (Traditional)
mh1le9QGMrZLohAjfheJJg,Fast Food
xgKc4T6TTY_fassEUHZStA,Italian
xgKc4T6TTY_fassEUHZStA,Pizza
xgKc4T6TTY_fassEUHZStA,Chicken Wings
SXvbOMPd7jNgTkY6pqMWGw,Chinese
2iiCazdKZjFYy46FR8iySA,Southern
va9aHf7SEIfKLnvOmeavIw,Japanese
jr8D3lu1S0-eRpIVxkKnMA,Italian
jr8D3lu1S0-eRpIVxkKnMA,Pizza
jr8D3lu1S0-eRpIVxkKnMA,Chicken Wings
r-pBY6vR_Iu5XhPRvPnquw,American (Traditional)
c2RzHxH4DQcH4A-a5FpidQ,Pizza
IbWfpebkP64zWgc9-ZVtZA,American (Traditional)
i-tKO0n-1Tq6sTFUrhg9-Q,Chinese
5pa2LaT37MOBBmUr36J-eQ,American (New)
pvaUE-Cmg6k37GQ-LluOLw,Burgers
pvaUE-Cmg6k37GQ-LluOLw,Fast Food
3IQSDaqbnqACADJWlXpRkA,Fast Food
qam5QKFE2a8MQBkxznrr3w,Chinese
gG7j-FWm_2VFf_lnH8dWOg,Fast Food
gG7j-FWm_2VFf_lnH8dWOg,Chicken Wings
ttsxQ4P_jEqKLxwkLUI8_w,Breakfast & Brunch
ttsxQ4P_jEqKLxwkLUI8_w,American (Traditional)
ttsxQ4P_jEqKLxwkLUI8_w,Diners
i-cEO98lTS10WH30FyKvGA,Tex-Mex
xLZilmaLXY0r-dBFaiLxww,Steakhouses
xLZilmaLXY0r-dBFaiLxww,Asian Fusion
xLZilmaLXY0r-dBFaiLxww,Japanese
f9WqdqHuZtwg41HDLSKaPA,Thai
NHIWIA3g7oLZ5gW1tpjf8w,Steakhouses
bffCUYaQ4FejTfu_xFwjyQ,Greek
rg1-6A-8SKXGh_p-Abbyxg,Mexican
pabBnIObNHlmVkviQgnkGA,Pizza
ULvDCr7r9sMU1iSwgTHXsA,Pakistani
ULvDCr7r9sMU1iSwgTHXsA,Indian
ULvDCr7r9sMU1iSwgTHXsA,Buffets
GNKcvMI0RyVQyEA4jNQXjQ,Italian
JId-omv3reUpFcL0dhhegQ,Fast Food
E9s5A9n0KmPV764ldWu6iQ,Delis
M8CC5_9vEvt1yOI2pnkvKA,Sandwiches
qZ1bDtcercwUw4w7trpVjQ,Italian
qZ1bDtcercwUw4w7trpVjQ,American (Traditional)
KxJ5DRcSo83N-GW4f_gMQQ,American (Traditional)
KxJ5DRcSo83N-GW4f_gMQQ,Barbeque
6SWPWj74qF_pEVgDM3-IpA,Fast Food
OaABTKQcUvaT3Bqagq8gtw,Burgers
hvhogN-3cMny0Nrqbsjpkg,Italian
7rsMIEq01gE12F7iRdzLEA,Delis
7rsMIEq01gE12F7iRdzLEA,Sandwiches
7rsMIEq01gE12F7iRdzLEA,Salad
_naNO-mZQjTav4iLf5TFmA,Burgers
_naNO-mZQjTav4iLf5TFmA,Fast Food
_naNO-mZQjTav4iLf5TFmA,Greek
UvuUOiP0oIgJ2H_8J6h6Zg,Sandwiches
UvuUOiP0oIgJ2H_8J6h6Zg,Fast Food
UvuUOiP0oIgJ2H_8J6h6Zg,Chicken Wings
xH9zGlw85wE3q5YJ5D230Q,Fast Food
xH9zGlw85wE3q5YJ5D230Q,Sandwiches
n_t3HHkoR3TXomoBOcVZaQ,Burgers
n_t3HHkoR3TXomoBOcVZaQ,Fast Food
qib8Pu8_auDKPMBm8Ac89A,Burgers
qib8Pu8_auDKPMBm8Ac89A,Fast Food
ZXl9KGsv-VEoDKCC_08j4A,Pizza
NKDeqe-I2dD1MAtumoIyYQ,Burgers
O6fEzyH0fRP7r8IbSnCgoA,Chinese
Va65srVwxyWNuX2dwF4jEg,Fast Food
Va65srVwxyWNuX2dwF4jEg,Sandwiches
iTjwgc3rHS5k3GptqIp2Uw,Mexican
iTjwgc3rHS5k3GptqIp2Uw,Tex-Mex
rPQsep_POg0YATvt-6MEfg,Breakfast & Brunch
rPQsep_POg0YATvt-6MEfg,Sandwiches
mhQweoH_CKOZGuVi2b9Rdg,Southern
oP9AEoTeun7L-dPeSxJw_A,Burgers
oP9AEoTeun7L-dPeSxJw_A,Fast Food
5odPoosll36dti3xbSwuJA,American (Traditional)
hGMY-HlQTFUCSmHPDobBUg,Mexican
7TRoAw7qD95cClWzRrDTuA,Delis
7TRoAw7qD95cClWzRrDTuA,Fast Food
7TRoAw7qD95cClWzRrDTuA,Sandwiches
28YKigLZj0ooXDFVKw_qHA,Burgers
28YKigLZj0ooXDFVKw_qHA,Fast Food
1UQpjv4QuD5l_ZT7O4p6Rw,Mexican
JwUE5GmEO-sH1FuwJgKBlQ,American (Traditional)
uGykseHzyS5xAMWoN6YUqA,American (Traditional)
LRKJF43s9-3jG9Lgx4zODg,Fast Food
RgDg-k9S5YD_BaxMckifkg,Chinese
ZfIJYXEm6PSxmEc-11mbZQ,Fast Food
zOc8lbjViUZajbY7M0aUCQ,Burgers
zOc8lbjViUZajbY7M0aUCQ,Pizza
UgjVZTSOaYoEvws_lAP_Dw,Chinese
SKLw05kEIlZcpTD5pqma8Q,Chinese
MKsb2VpLB-0UBODcInDsSw,Chinese
ShEYKerTwb2LSORE5o_s7A,Breakfast & Brunch
HaBkx5PwvbBpQ2iNCgHnVQ,American (New)
KW6HejC-67KSL9J8Cz1dSw,Chinese
wl-7A4jC0f27MOEmW-XTbQ,Chinese
suQyHycqv8nA7EualcUB3g,Diners
c5awCF5eu0ZkxUf_i94uPA,American (Traditional)
uga5g16PncJOtY7Sc3A05w,Burgers
uga5g16PncJOtY7Sc3A05w,Fast Food
xbJ9tdGbcVJIUkNgHSCwZQ,American (Traditional)
cruBFtsFaBuhX_I72uU8pA,Pizza
KFJ1jBfFkRfyn3AoAUl3YQ,Burgers
KFJ1jBfFkRfyn3AoAUl3YQ,Fast Food
G1qUGBNYNS220jKlPAlFsA,American (Traditional)
6oDZ78JiSKjXVLcurCpnhw,American (Traditional)
Nj0vQjUYjaa7qbvZlEr2jQ,American (New)
B0Vuwn6Hugc-0U5n31YBfg,American (Traditional)
BPftTf2ZNidSaeyyXcxhdg,Fast Food
BPftTf2ZNidSaeyyXcxhdg,Sandwiches
3zD6rxB92Mr0jb-LoYFFWw,Burgers
hJPi219V-e99Kedk2cSbEA,Sandwiches
9wsv3WwH0HtwPvD8XCdT_g,Fast Food
b3HiA0pIJ-qIUfXwqIvAZQ,Pizza
OC8AUJshLVimn_-P_INvJw,Sandwiches
OC8AUJshLVimn_-P_INvJw,Pizza
OC8AUJshLVimn_-P_INvJw,Chicken Wings
ZXDlrA9Aqsda1WfQD3H6aw,Pizza
2pmMehsVKnwhgWPSOxrkjA,Chinese
NDAxF0_RCZBQedVO_d5WnA,Chinese
MlWXHxdbIODf9GUcvUTfGQ,Breakfast & Brunch
MlWXHxdbIODf9GUcvUTfGQ,American (Traditional)
MlWXHxdbIODf9GUcvUTfGQ,Diners
RIsEPpt2jM7c_Ko_CyLwMw,Fast Food
S4TWo9X6b3gU6uucj4JN3g,Mexican
xZwaUcrFMSY1O9dK2dAUpA,Chinese
1hBOR97oX5Xph3J8Tdob7w,Burgers
1hBOR97oX5Xph3J8Tdob7w,American (Traditional)
zAsxPh3h9xMQnSDGl41kSg,Burgers
zAsxPh3h9xMQnSDGl41kSg,Sandwiches
YEGS2TuSk7TQ_F8fWsE9ag,American (Traditional)
9hf_gSaDn3cdLsE6vTsUfw,Chinese
QF14BFUVHRODxGNVflgm3A,Breakfast & Brunch
QF14BFUVHRODxGNVflgm3A,American (Traditional)
QF14BFUVHRODxGNVflgm3A,Southern
q83uB6EGF6y2MuR-7VZPRg,Fast Food
ZjwZIQM4TfFO7T7ck7FtYQ,Delis
MVFeOZVt641WBvdsRmnhPg,American (Traditional)
rgyvl8tNVAony634_9vFdQ,Fast Food
rgyvl8tNVAony634_9vFdQ,Mexican
rgyvl8tNVAony634_9vFdQ,Tex-Mex
v5a-Mj4eO1E--HmgwEWo7A,Seafood
v5a-Mj4eO1E--HmgwEWo7A,American (Traditional)
jqOPL979k-t_Vc049CnAjg,Pizza
nE51k932dNFc-gClgPguVw,American (Traditional)
eC4iEcRR3p5NLq9Zf80ZGg,Chinese
-4PHmmCt_RmAfaE3sDKW_g,Burgers
-4PHmmCt_RmAfaE3sDKW_g,American (New)
JJFoeKZXgi2_LeECDMkkoQ,American (New)
vdWTm_hVFdt5s8Ca1Xyddw,Fast Food
vdWTm_hVFdt5s8Ca1Xyddw,Chicken Wings
ykxf0XiJt-d76dBwfO_yew,American (Traditional)
HLWtNcf3l-wKb6v9duteMQ,Barbeque
XIZ259hZ6Yww3C0o97MgUQ,Italian
Pa_brCvUaiUPPvm3tJQwgw,Greek
j515klfbCAEF3KPiKvHz9g,Diners
S2x-rEziU3ONR9zO_vpPxA,Soup
S2x-rEziU3ONR9zO_vpPxA,Sandwiches
S2x-rEziU3ONR9zO_vpPxA,Salad
MONajnUQ5-IRtv8PSPn_yA,Breakfast & Brunch
MONajnUQ5-IRtv8PSPn_yA,Cafes
Py2Jmwm7QXZRCVJ5hnPXgw,Latin American
Py2Jmwm7QXZRCVJ5hnPXgw,Mexican
brkJrGv2Eaj9NTl9g2RMgA,Pizza
UyEbMXjDTNGks_k12fGNdg,Hot Dogs
kOXJrbuB1a1Na6sf_WQnDg,American (Traditional)
I8Bx7iuHWz6d2TQDfKfjqA,Pizza
cCStad4wX3ADPbz5AHCn9g,Fast Food
cCStad4wX3ADPbz5AHCn9g,Chicken Wings
unXHmjewHGeWQwJr74Sy9g,Chinese
R6TxOULUEMSq1-7P0w6kTA,Burgers
