business_id,latitude,longitude
I4L_MJOZsnux3xCU2bLP8Q,33.4827511,-112.0734569
JN2qXIuDXnV2d8WnSqd28A,33.5095515,-112.0701304
KIbFaBrZDX7rrYJInkv5Kg,33.4796364,-112.0690845
=-AAig9FG0s8gYE4f8GfowQ,33.5006213,-112.0743113
SfrBXbRdNB_gqPkIgJyKCg,33.4633481,-112.0640507
7Jmri1RCl9Ksmpi5EoIOZQ,33.484705,-112.07333
3xEB9FyFXolq1b_Qn_BFtg,33.4978019,-112.074054
SkNUbFJiJtbZjY-S_S0u7g,33.5096052184,-112.07196136
VZYMInkjRJVHwXVFqeoMWg,33.486194,-112.073895
g4Eit1EeeEGhTVik6AWYsA,33.4945129,-112.0689256
cIwMq5KNq0ASQzoTP1dE9Q,33.5107343896,-112.073318522
OkXpdUozVS3vjSRtCoSIvw,33.4841425,-112.0746935
cjUmPLRT43wN9Z87A9BOpg,33.5095681227,-112.073327447
UWrB5H3G-hhiHMy3iKV2ew,33.5102286,-112.0741357
-3WVw1TNQbPBzaKCaQQ1AQ,33.4859173,-112.0690737
wTiQXYB9fE9rcSZDsZgbtQ,33.5096666571,-112.071740126
L19_1cG2ALVjdBQ456h26A,33.4940597,-112.0741454
zZmhEpiVpRfFQid87-pcOQ,33.5104095391,-112.074047388
OCmmPs_5NBt65ZY7OuG-lA,33.6483174,-112.1193731
WPSM_oTPceoSnwqQWfAsdg,33.4833078593,-112.075009831
5W0WLaM5gue42MQPpcB0lw,33.5126276,-112.0740912
3UMcsN9IjoeV8JZvC4apag,33.5094995,-112.0687616
yaTx8l9SrM0qR3Zcdnw5rw,33.4915301,-112.0755533
kUGgkYxXxHDhD6mtpQdUNQ,33.5095292,-112.0609579
DeAnVirgOxQnI36V1W158A,33.4804917,-112.0490225
ML1RJdeZ7bbfMrHvJ7m99A,33.5094801,-112.0601964
nrb_PRgJB-ZOVLD07fikJQ,33.5306963,-112.064714
lFs2xPJ6Nngi6DnHfsX4qA,33.4951243,-112.0618092
=-S7aL8dVIiXjCdbTZVn8uA,33.5139355,-112.0652187
FltN1Hnw4n7BORXJH1kaeg,33.523734,-112.0479747
AkOruz5CrCxUmXe1p_WoRg,33.5095292,-112.0609579
kIvIqHvvFOc6aCutFYIvNg,33.523756,-112.049638
3CSaqRNvYg7ZdN2zwxwzVw,33.529845,-112.064704
FW2Z4ll4zSOEDAJX9-wBZA,33.52812,-112.0646901
XcwbN5fDlyl8qCttcdDGKA,33.5102487,-112.0652928
VlG9qxAc4d0em2djaU__xw,33.5289148,-112.064517
naUFPFYH2CqHtTrV3IAJrQ,33.5167768,-112.0646478
W8WyVVxinyRjzP8gJa7ILg,33.5095292,-112.0609579
PxeX1M8WtyPxX1MuuGIh-g,33.5184314,-112.0641262
auorqdHiATGZHVd-sd79ZQ,33.5124076744,-112.065353394
MEraJIKYztC7IOzYwMe86g,33.5102274,-112.0806121
3ZVG1MSRuvheqZ4gOioQVw,33.4942339,-112.0597411
FKHv7FkblONv9qqBndJUrg,33.5094973533,-112.065289682
od49_DFUJY9louGx80My-A,33.4943842,-112.0606304
t30Ua_mSiClnpBqud84ygw,33.5089548,-112.0483091
lHKS896yFkmAuWyFnbNP3A,33.5080653,-112.065452
LzpR_jE6VIutJ08s2cdRrw,33.504777,-112.047846
0K35eGvzVRZEirNo5v_WfA,33.5113051,-112.0471421
m9k4BhXgNTBTguxvLNUaEg,33.4797994,-112.0166115
BT2Vls7h6sWrCKa5gGXbKg,33.4807981,-112.0208269
UlShIstbG4Yfh0MpTAEciA,33.4953308,-112.0308013
t54zAs7IftAVb9SKcCRotw,33.4797994,-112.0166115
HNusESyB6lEgrf5IUwUr_g,33.5091991,-112.0440506
XzR49vhfm5ugcPJ3x_c2KQ,33.5258838,-112.047946
18TUn9oiW0k0yB6lheiOvw,33.523984,-112.04698
ntJAKLAq0cXzzdFgPoo0Iw,33.5080289,-112.0479851
OT0gFIAr_c-d3i-IQ6TZQg,33.5088898,-112.046771
c0RSs2KYK5Y-ZlSrNq9LyA,33.5373903,-112.0472679
Tk2dSL0TwQeI_zNJmb442A,33.4949943,-112.0473119
GpK9MeUjEd7rwhejG2ykww,33.513505,-112.0479841
74NT13vpDleoNrkxQdEpsQ,33.5087649,-112.04624
KLaxBc83JnxyGf7GP7enYA,33.5098669,-112.0394971
X8dNaEFH7LWDt1ORmkfDTg,33.5073239,-112.0468584
KNIw6kwf8LZkrS1lEnaLiw,33.508799,-112.0458179
gQjTs4BDNYSu9oJhkEsssw,33.508732,-112.043847
ib-y5nsfn3unE0lLY1vfAw,33.5095722,-112.0425792
Pfb6VOIiroqDWOebfgWGPQ,33.5223999,-112.0478399
HIiVx2mseVWKtx8TKfWC_A,33.5075996,-112.0448199
jSEcE8AY-mzGq9EOiyrtng,33.5318417,-112.0479816
SOHp2b8quJEitFeuO58Syw,33.5101676,-112.0449114
LYyGQgL60VKdV-p_9OxmWQ,33.5026383,-112.0470936
RoErsFPM0A-1SCqD-FRV_Q,33.507455,-112.040131
T5HYqRADhAL6VPRAacz74Q,33.5258838,-112.047946
AyPmMe8GW6J26NvT_oI88Q,33.5306354,-112.0472356
GGhyhajTNKm5yTxtAoaxIw,33.507455,-112.040131
BJLoCsSp2TkHeTv00fJTVQ,33.5227283,-112.0480071
CqhsIZ7TzCfJTrZqg5-gqQ,33.509564,-112.0408787
5kRug3bEienrpovtPRVVwg,33.530335,-112.047101
TqHTtjPANCBKGsjGBjDoQQ,33.507455,-112.040131
VpW40mznMS43CqdbelX2wA,33.4962555,-112.0205287
PAtgWCLCFRQd_fjnihISOg,33.5305094,-112.0154818
JxgoluY8hnC34cys_f80xA,33.5080183,-112.0270172
WzhHlaEyaHE4KIFfcqC_9g,33.4948208,-112.0163009
MU3i2uEyUBntebU6pEyMbw,33.508229,-112.0265212
rJ7HH85lo0wTNr5BiYGQ4Q,33.5232267,-112.0232519
bxpzP73A7gauvxFEyd_8xA,33.4880275,-112.0299544
ET9VpUk1UgjMN5DJRV0yOw,33.5096247,-112.0253774
ut-kla-EA23nJOij_dcL0Q,33.5094212,-112.0301061
bewtZL-VV1oeGUdAhHVz6Q,33.5109749,-112.0249026
=-yPdEze6bYRV2Sm1t4XJhg,33.5057196,-112.040429
fmuj7u1gflmEjW-h0v9bwg,33.507557,-112.040116
2r8jGeuYvMkyP2ik_X-Bxw,33.5100084468,-112.029651966
MUsqPXthMdHoPEow9M3MfA,33.510311,-112.01556
kjZJsF1juY_pTOw_A8Ve6w,33.5092616,-112.0376214
C37jakxE5TX6ccAfjp2kJA,33.5080183,-112.0270172
Ta-fY1c_E8qHBBDQGyxPkg,33.508711,-112.02943
QdbZyl-LWFS54u93Vjd5SA,33.5104258,-112.0284918
o3TruOSgOwNgx08QosuWTw,33.4805749,-112.0217796
Rg3INE2p4zQYvfMvJduEOQ,33.5062561,-112.0388468
imvNxppzxkLUPH64pQsDQg,33.5232267,-112.0232519
syxUZu1GrJv0LYnV38hMug,33.4881545,-112.0304886
3m7khDnqH9QOg8gu3Ymumw,33.5084591,-112.0307315
Uov4o_7gRqQKQyjVhWOpVA,33.5095991,-112.0260037
NDKkce5Au-o_OhIt5f2ZBg,33.5100591,-112.0142073
K9fIADfO_zKFPFm75A1Hxw,33.494876,-112.028973
UxMnY3Dxafucv5cXHyfBSA,33.4949655,-112.0310218
24qSrF_XOrvaHDBy-gLIQg,33.5075394,-112.0375184
YSQnaRE4Le6CaonZICFyVQ,33.5092616,-112.0376214
yLfYR-PvIzAv9DnEH68Rgw,33.5096327,-112.0252067
U2hhSRVHfBryKPNTgasprA,33.5059283,-112.0388474
yPfvOB63thP5t3pGZPJExA,33.523043,-112.026658
u0zjW7rluJgUeQTnaZnkJQ,33.480769,-112.0133391
CkQKNhlm8DOzxbXm_zb3bg,33.5094566,-112.0291624
lgWe8lSmcBk4Pq0kVI9-0A,33.4949,-112.029
rVUEZpHQfWI_3kt0lBwaxQ,33.5100215,-112.0153526
oEjdNvlluW5_Ng9kewJFBg,33.510034,-112.0241743
Vu8od1U-h5qqwj3Jf_Hnzg,33.5082758,-112.0372054
_BhzcKojv1gjdRINe3Gkig,33.5080183,-112.0270172
vvA3fbps4F9nGlAEYKk_sA,33.4804921,-112.0221966
4rySWsfL5enT7t4XuVNJuQ,33.479978,-112.0320199
OypZxwm-jS9QfUwgBmzeyw,33.5096101,-112.0257117
NVqLUZ7Vb9B_0RJm_BS64g,33.4872648,-112.0308423
C6oCdg9wVaS81Re0WfBJzw,33.4872299,-112.0305386
PuHucejs4LG3hSXnrwi9-g,33.4878123,-112.0314685
3DMvGD8ZmlMQmhwV66hdSA,33.495343,-112.022973
VWcaFOSFcDwmFquycBzFyQ,33.4960379,-112.0142962
69t2S1u7Rf6qM_c14b42xQ,33.4953008,-112.0207982
iDoigI3605ixHl_qHly3Tg,33.5089836,-112.0339775
zMa6YoEekpABg1HZnnTZdg,33.510034,-112.0241743
gxuVySgACHDqJlwmelFHLA,33.488839,-111.959883
cvb__rYMkj4BMhC3p_FB3Q,33.4797564,-111.9941067
VpSiOW1PapVmZyyRBK_GBQ,33.5102548,-111.9962632
Upru5VE0jZ81ZQVVNCK_uA,33.4804941,-112.0096144
oc0Wl6ktfMLb5VZ2Uz6M2A,33.5102548,-111.9962632
_ODHYjCmrb3W9hIGJI1uaA,33.4949196,-112.0113575
CvJNcUtmNubDF8UmuduNXg,33.4799876,-111.9960078
y-uHaMLLWQydSyWJawLIUw,33.47987,-111.9978239
nLpV9fo8xml-QHOKyOje2A,33.480056558,-111.997838758
JobP0ghILdh8S8l-LhHHxQ,33.4797323,-111.9958677
9Dj2we91vaYDVhfq6t-Luw,33.479698,-111.982927
edjCywtqffQ8__vM7POZbw,33.4954826,-111.9883722
hLAWdi804nVfTLF7T0rB1Q,33.4937828,-112.0126092
K2_Hmmo5crTYWiT_1sWnfQ,33.4797987,-111.9862169
ejfy33R1avFm7oygL34uQg,33.4804959,-111.9842703
T-FM14EE1tt-94eONQEaVA,33.4807571,-111.9933897
j0Uc-GuOe-x9_N_IK1KPpA,33.4957183,-112.0009841
fVgrpVyp-nPLTac9YIjTug,33.504688,-111.969094
5Js9G0axfWhbYlB9UgXLww,33.4944532,-111.9863667
N-gqIeVDebI3qgwxf1jMcw,33.4955884,-112.0122452
2dJ_UPPCpcjo5JeYPnjaYw,33.4798593,-111.9854952
2gMx4KnXbNtpoCuVCmyo3g,33.4799122,-111.9823037
S8R5c7-plWe3NtmijYAJvg,33.494594,-111.9893448
SDwYQ6eSu1htn8vHWv128g,33.5021111,-111.9963386
7UTlEVHU5v2xBLdkGghyzQ,33.495636,-112.0118971
yJr24Yy1K6bt2G9fX3_zPA,33.509198,-111.988715
wdEnI9WTLHiqSCH1RdJ40w,33.480391,-111.978627
qz4ZOcv-840UjfCEYI4qZg,33.494204,-111.976613
FRDZ59oRvUSs4gf-itOCBg,33.5091326,-111.9875851
m9Wqqma30o-hH2fAX7dnug,33.494918,-112.012263
7SoGPn8dvce7A1aHdBOGLA,33.4808032547,-112.011249084
To5CjntVFawXM_hpAhvVdQ,33.5106319,-111.9861318
UxvOXcoCRFRAVhRB0D9imw,33.5106537,-111.9866156
sMD2HPNh7m0hgCxHDzGTzQ,33.4808649,-112.0116306
TBTaMIaeDw5B79hXDZBtrA,33.4806911,-111.9926934
MPziC5MO2QQiYVAMM3fdSw,33.4946209,-111.98983
iNvY0zAlaD_ye7Z6rHu-Ug,33.4947745,-112.0000425
wct7rZKyZqZftzmAU-vhWQ,33.4957653,-112.0005158
y9hLY6sdKhxz1puWrp5f2Q,33.4805,-112.001
uevPN8zwJpBpnxRur1jUhw,33.4807458,-112.0006929
lwgBIboXZ4j9uuZthAvTEw,33.4797564,-111.9941067
RIeWXLMHZQlYprYt1x2f1w,33.4807558,-112.0001367
9Vu9KhK2-kBSM-FXvxXGNg,33.4954826,-111.9883722
jHte0SjUldZeDDZ5py0ZhA,33.4807194,-112.0038486
O02yhnk20alGOBw0HcmHGw,33.4799388,-111.9883724
H8QFth3DVsYbkJ2M7bTvmg,33.4800519,-111.9618902
i8X14GDzaYD_TOGeWjmv-A,33.4807498,-111.9984076
BicQSnGZnY_yuGEDkhVfnA,33.494646,-111.9947
QplY4p8HHJY0ncbgcpb8WQ,33.4811285,-112.0132769
ZN9aiuiCPAXWHmV_hB3KXw,33.5607833,-112.0648653
hqVbmZNLTdR2y7G7oJu9vg,33.546583,-112.0469306
ytcm2DXuJWKPTqCtr6uJ4A,33.563433,-112.065592
PeswraYFyhr33CmAK5oW5A,33.5389948,-112.0640088
C4_VnxikagdjSbNQiblzYw,33.5501171,-112.048864
wLZ--5d4lXImxrG7VhdTyA,33.5390516,-112.0479698
GvwDppcJLm9lso9iS2hSIw,33.5382443,-112.057106
3rJE7qliy8_ylKhY5FdlIw,33.546583,-112.0469306
dUJMmr6TFrHmiokijXiyUg,33.5380194,-112.0640735
ieYiA4L5gk7S3kZYK0l_dg,33.5525925,-112.0571654
YldXB1hRpnE1CWLF3mvgpQ,33.5378713137,-112.055160999
G9LwkTSdKOyOGqd5BbuIkA,33.545329,-112.043169
gOgEPdwS-oJV0XPlXErNRg,33.567482,-112.066228
Y_dzA9OHRKa0X1cqcRmsaw,33.538023,-112.0471613
4eFIVmbeCvJGCrhzmd-VYA,33.5673925,-112.0730617
PxqufEwqzIHAbQGRdZ3bUw,33.5389948,-112.0640088
rwT9wCyXNATA36yqcb4JSg,33.583061,-112.051734
EUXT1vSFWaiD_BFmFK8rBg,33.5826741,-112.0518284
Y3a3RkR97J_ReiKgiMXeJg,33.5948949,-112.0642074
3Zsjlum5kl5N5KV712aTMQ,33.59547,-112.064668
PxUQyOAdK8c3P_WnrXuCUg,33.5659709,-112.0566517
=-SS0C3OoPhVVBFCFfDWB2A,33.5752609,-112.0655777
flUKBy7WHqYdfOrwU1A2SA,33.559959,-112.065736
hIe65VALe8rxseYECVj08w,33.5501972,-112.0565593
unPzS1QJJctlZyLGFSk_HA,33.5681919,-112.065773
F-ykHfGY9lWr12OJ_Ofy7A,33.546583,-112.0469306
F3SEkW6v2LJ5y6Ldo5pPaw,33.5530686,-112.0560674
0nyaKW_6QHSJ74OVnDmyhA,33.5645681,-112.0646444
kxDGexkbP30fBvxVI0CzFQ,33.5528379673,-112.053525919
faitVIiNezSN0ogZQSZPWQ,33.5478106,-112.0467571
PkBqPU83bf1zArumGVHqcw,33.546583,-112.0469306
aozcOaCMwOHG8s-lbZ6_gA,33.6418073,-112.0694743
cTyBfWfmgL3vgRetyfmtyA,33.6420433,-112.0472689
jw-etWMob2A07geTAVkgEw,33.6094844,-112.0357074
adEJYiysRmK8eDqnHP9N6A,33.6400298,-112.031334
Y9V4EebKsaBmvKPlxXVheA,33.5972419,-112.0381122
nW_1gn19lMnS9IF1KlZ-aA,33.6075454,-112.0634243
beSNHSvR9kjE_5vXJ_tlfw,33.6381204,-112.0638685
_IE5XDjxeM47NSzhg7sItg,33.6395383,-112.0717546
En2GuQV7FoOGHhXX5SMEBg,33.6376961,-112.0653886
V3lQtk1LgwAEcF9j-BzchA,33.6418073,-112.0694743
vA9aCw2kTgN8p2SLdm2mDA,33.6398283,-112.0472243
rGHktXbee4CErLsMrPqbrA,33.6387302,-112.0662042
kF8JDYpLnbf8AZS9gpHXJg,33.6417133,-112.0670384
zTfBa__ldlTdbVgSl5h31Q,33.6080382,-112.0662445
3msnZ6oe0sslHsE1js1QUA,33.6410022873,-112.068088329
JqAI4UA2xXPYxvlhzG-i9A,33.6402031,-112.0647491
2J1DtN7FjGICQcgRei3jKA,33.6395383,-112.0717546
_BU867oRCLZnDIRmg7S6Wg,33.6401859,-112.0685999
kvxrjOmicwb2njvXOJsZRw,33.6094380925,-112.066687793
zwJX3eetOhpi-gv4-E4rcQ,33.6543385,-112.0667308
pTBS-RD0_DZwu-Scp0bWwQ,33.6407525,-112.0703411
pNJhovUsGAZ4XqG3lCU-5g,33.6390854,-112.0661413
fhmKIPGVx9_O4P9zEgCHjQ,33.6070702,-112.0643825
jq_YnMQjcArdBWuwRospFg,33.606332,-112.066095
4XJ8gO6cbS6PuZ9dzPsrBg,33.596967,-112.037524
pF7uRzygyZsltbmVpjIyvw,33.6413465,-112.0472623
DEEAiq6dqVU8bvtC7VXztA,33.6400298,-112.031334
dMOdFKdeI7GuZUIq0jwAQg,33.603506,-112.036383
DXBPI8rR9f_IthOGPDWoIQ,33.6027072,-112.0364983
nefBMCGgMPvOnASoyO_X1A,33.6402988,-112.0481559
Pv1H9KIGZTDgSaCDuTUjdQ,33.6035405,-112.0367688
VTFx4ADDP6nPnlcMHB1-Ow,33.6399189,-112.0609246
EUfVkqNFv5Ay0W7nbaivJA,33.6022434,-112.036468
gCQuajbLB3hQQbipYpEtYQ,33.5980736,-112.0370968
KVOsmfgWSbtTTKxNkXB1Bw,33.6080382,-112.0662445
ZN-RG7wkT8MLsmaTPzIW5g,33.6383974,-112.0681419
aVBebzA7D9DpQ-JbiCxQNg,33.639197,-112.064368
oMtqDDzpMcFrQwHfeYc1iA,33.6561233,-112.0629591
fyy4WNuchHJBa2zH6L8QQw,33.6536099,-112.0637743
vB3vEjcw9dfHmgP8ac5ZMQ,33.6548148,-112.0636547
FucrEEO2laIlAnIZ_n6cTA,33.662685,-112.0302932
FzKvQFDbB2bimdftxMO55Q,33.6790374,-112.0300807
PkBkqQpAoeX3Ogo5HBthQg,33.6536099,-112.0637743
Yb2pNCxYR32XKmpirqJqeQ,33.6560729,-112.0641072
4ocBzpAkIrqXvz1Q6Hysjg,33.655793,-112.0621721
G24-f72eXmV4xxjoVYY1Lg,33.6560729,-112.0641072
l8v1GHaB4CsryK6MioZ21A,33.582569,-111.979243
bexPpkHMthuCaeC0g0Lrfg,33.5842663,-111.9767865
53Lq8bak88EtuZyKMmDPmQ,33.5837571,-111.9742985
WQJwpYwEFT_QTR-lFIh5mA,33.5804371,-112.0133809
=-nHYKkSJuQ7zzFZ1veRfPg,33.5828625,-112.0131078
3e00b3ic-7J7TcSklYVauw,33.5838313,-111.9786204
DlLduXXSwjkm7OL4Z1iH1A,33.5844354,-112.0135584
4sE8irsM-l6Y-Npodmx9kA,33.5817549,-112.0084514
lf42gtgq_2_jPvjfp_K1nQ,33.5821710732,-112.012363672
hxruECjY-r3Y1WBaFcl90g,33.5966758,-112.0127013
TepT2VeFe3tMYdAiqj12vg,33.5825876,-112.0098473
DIYHTgM-YGKWOWLzQ4XVhA,33.5820709,-112.0114578
0gQrhOYWdO0XVZEKtOrvaA,33.6411081,-112.0178008
JImJictLIE48_O1z-l2TGw,33.6400327,-112.0249314
WPy74Udv6X8dgxK6F9uxCQ,33.599418911,-111.9892553
n7dkpRLUl7C6zLRRXk_BDg,33.625558,-111.979556
cuxqnMMmbBV0iE2KJJy60Q,33.6272318,-112.0121147
q5Vz6JNAGDqAT_P1lB1jVg,33.64024,-112.029534
Snu39WyiChz0NwFWRMyUvQ,33.640074,-112.0289332
=-KZA7UoULw_pM3jBBUzb8A,33.624732,-112.0144864
1OO3fy6z5lxlRuHnnhPStg,33.628335,-112.013147
qXQ3ZBdwI3GlbR5-eYWqNA,33.639783,-111.97826
HghAgkxoEpUNZNQbAY485A,33.6399009,-112.0100999
vFJmFFfPVhHkC3bWOeZnNA,33.6405727,-112.0202933
4SwDarJGXaUPGv8QpmpHxQ,33.6021872,-111.9836094
4mZ__NR8jLD1k0rYpSbplA,33.597933,-111.9791618
hNVcBhJSD5HyLKMf_Z7TaA,33.6024722,-111.9781727
j5HLcBru7FEirYJPbKFVWA,33.6009221527,-111.978694484
otjJD3ZoMVQOflk4LvoFZg,33.5989263,-111.9814759
DLBRqj-RXzg2QPJko9L7dw,33.6411675,-111.9942361
p1ntTC9-CI6x5Y_nUoo6Ag,33.5993289,-111.9871884
nqpUjsD-nUIQCrr15B9W-g,33.6409,-111.993
lDpZvI18smqlyBeC4YykFA,33.625997,-111.9955378
ydnc0p_oPL80BBKJNZGw_Q,33.6399009,-112.0100999
Wxt6FGF4vxsnKYksMZRoiA,33.6410451,-112.0192408
hgy8A1Wnqyi4M-HJIFLpyQ,33.6410075,-112.0052463
UYHa5iKUddnZrlxF7taI0Q,33.640200233,-112.01288268
gxQBcIpzjGPCh9Gbncu0qA,33.5996159,-111.9897031
EfmR4e1tmjC5_ZQOgfnYrg,33.6107716621,-111.996334513
oqZPXoenkQvAKQJ2pDCo0A,33.600769,-111.978772
IcuPhhH7QCOCT19EDEppEw,33.6123187276,-111.994230047
iOITnizWLD3NlKxRtZd5AA,33.6399,-111.9781637
5MlUPatQxg4GZhkPwGIvrQ,33.640232,-111.979545
doEZAj-NSnoEMOJl5yXcNw,33.6256435,-112.0313324
F5vKD7ajS69CwuFyBVxA_g,33.6122248985,-111.995450313
VpQZo6KV8CqkIG_MRQ3jiA,33.641301,-112.006681
4zBdx_EZFaDFJ9MvqxYNeg,33.6272318,-112.0121147
vWcUrFcweGXAWsil_pfpjw,33.640244,-112.0196286
1cGZU2gDewDfEu-bBMZEgQ,33.6259655,-112.0121895
